repo,file,function
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testFlipWhenProbIsOne(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testFlipMultipleImagesConsistentlyWhenProbIsOne(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testReturnRandomFlipsOnMultipleEvals(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testReturnCorrectCropOfSingleImage(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testRandomCropMaintainsNumberOfChannels(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testReturnDifferentCropAreasOnTwoEvals(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testReturnConsistenCropsOfImagesInTheList(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testDieOnRandomCropWhenImagesWithDifferentWidth(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testDieOnRandomCropWhenImagesWithDifferentHeight(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testDieOnRandomCropWhenCropSizeIsGreaterThanImage(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testReturnPaddedImageWithNonZeroPadValue(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testReturnOriginalImageWhenTargetSizeIsEqualToImageSize(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testDieOnTargetSizeGreaterThanImageSize(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testDieIfTargetSizeNotPossibleWithGivenOffset(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testDieIfImageTensorRankIsTwo(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testResizeTensorsToRange(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testResizeTensorsToRangeWithFactor(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testResizeTensorsToRangeWithFactorAndLabelShapeCHW(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testResizeTensorsToRangeWithSimilarMinMaxSizes(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testResizeTensorsToRangeWithEqualMaxSize(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testResizeTensorsToRangeWithPotentialErrorInTFCeil(self):
data/raw/repos\research\deeplab\core,preprocess_utils_test.py,def testResizeTensorsToRangeWithEqualMaxSizeWithoutAspectRatio(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta.py,"def root_block_fn_for_beta_variant(net, depth_multiplier=1.0):"
data/raw/repos\research\deeplab\core,resnet_v1_beta.py,"def resnet_v1_beta_block(scope, base_depth, num_units, stride):"
data/raw/repos\research\deeplab\core,resnet_v1_beta.py,"def resnet_v1_small_beta_block(scope, base_depth, num_units, stride):"
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,"def create_test_input(batch, height, width, channels):"
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationEndPointsWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationEndPointsWithMultigridAndLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationShapesWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testFullyConvolutionalEndpointShapesWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testAtrousFullyConvolutionalEndpointShapesWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testAtrousFullyConvolutionalValuesWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testUnknownBatchSizeWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testFullyConvolutionalUnknownHeightWidthWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testAtrousFullyConvolutionalUnknownHeightWidthWithLiteBottleneck(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationEndPoints(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationEndPointsWithWS(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationEndPointsWithGN(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testInvalidGroupsWithGN(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationEndPointsWithGNWS(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationEndPointsWithMultigrid(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testClassificationShapes(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testFullyConvolutionalEndpointShapes(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testAtrousFullyConvolutionalEndpointShapes(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testAtrousFullyConvolutionalValues(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testUnknownBatchSize(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testFullyConvolutionalUnknownHeightWidth(self):
data/raw/repos\research\deeplab\core,resnet_v1_beta_test.py,def testAtrousFullyConvolutionalUnknownHeightWidth(self):
data/raw/repos\research\deeplab\core,utils.py,"def resize_bilinear(images, size, output_dtype=tf.float32):"
data/raw/repos\research\deeplab\core,utils.py,"def scale_dimension(dim, scale):"
data/raw/repos\research\deeplab\core,utils.py,"def get_label_weight_mask(labels, ignore_label, num_classes, label_weights=1.0):"
data/raw/repos\research\deeplab\core,utils.py,def get_batch_norm_fn(sync_batch_norm_method):
data/raw/repos\research\deeplab\core,utils_test.py,def testScaleDimensionOutput(self):
data/raw/repos\research\deeplab\core,utils_test.py,def testGetLabelWeightMask_withFloatLabelWeights(self):
data/raw/repos\research\deeplab\core,utils_test.py,def testGetLabelWeightMask_withListLabelWeights(self):
data/raw/repos\research\deeplab\core,utils_test.py,def testGetLabelWeightMask_withInvalidLabelWeightsType(self):
data/raw/repos\research\deeplab\core,utils_test.py,def testGetLabelWeightMask_withInvalidLabelWeightsLength(self):
data/raw/repos\research\deeplab\core,xception.py,"def fixed_padding(inputs, kernel_size, rate=1):"
data/raw/repos\research\deeplab\core,xception.py,def _separable_conv2d(padding):
data/raw/repos\research\deeplab\core,xception.py,def _split_separable_conv2d(padding):
data/raw/repos\research\deeplab\core,xception_test.py,"def create_test_input(batch, height, width, channels):"
data/raw/repos\research\deeplab\core,xception_test.py,def testSeparableConv2DSameWithInputEvenSize(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testSeparableConv2DSameWithInputOddSize(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testClassificationEndPoints(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testEndpointNames(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testClassificationShapes(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testFullyConvolutionalEndpointShapes(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testAtrousFullyConvolutionalEndpointShapes(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testAtrousFullyConvolutionalValues(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testUnknownBatchSize(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testFullyConvolutionalUnknownHeightWidth(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testAtrousFullyConvolutionalUnknownHeightWidth(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testEndpointsReuse(self):
data/raw/repos\research\deeplab\core,xception_test.py,def testUseBoundedAcitvation(self):
data/raw/repos\research\deeplab\datasets,build_ade20k_data.py,"def _convert_dataset(dataset_split, dataset_dir, dataset_label_dir):"
data/raw/repos\research\deeplab\datasets,build_ade20k_data.py,def main(unused_argv):
data/raw/repos\research\deeplab\datasets,build_cityscapes_data.py,"def _get_files(data, dataset_split):"
data/raw/repos\research\deeplab\datasets,build_cityscapes_data.py,def _convert_dataset(dataset_split):
data/raw/repos\research\deeplab\datasets,build_cityscapes_data.py,def main(unused_argv):
data/raw/repos\research\deeplab\datasets,build_data.py,"def __init__(self, image_format='jpeg', channels=3):"
data/raw/repos\research\deeplab\datasets,build_data.py,"def read_image_dims(self, image_data):"
data/raw/repos\research\deeplab\datasets,build_data.py,"def decode_image(self, image_data):"
data/raw/repos\research\deeplab\datasets,build_data.py,def _int64_list_feature(values):
data/raw/repos\research\deeplab\datasets,build_data.py,def _bytes_list_feature(values):
data/raw/repos\research\deeplab\datasets,build_data.py,def norm2bytes(value):
data/raw/repos\research\deeplab\datasets,build_data.py,"def image_seg_to_tfexample(image_data, filename, height, width, seg_data):"
data/raw/repos\research\deeplab\datasets,build_voc2012_data.py,def _convert_dataset(dataset_split):
data/raw/repos\research\deeplab\datasets,build_voc2012_data.py,def main(unused_argv):
data/raw/repos\research\deeplab\datasets,data_generator.py,def get_cityscapes_dataset_name():
data/raw/repos\research\deeplab\datasets,data_generator.py,"def _parse_function(self, example_proto):"
data/raw/repos\research\deeplab\datasets,data_generator.py,"def _decode_image(content, channels):"
data/raw/repos\research\deeplab\datasets,data_generator.py,"def _preprocess_image(self, sample):"
data/raw/repos\research\deeplab\datasets,data_generator.py,def get_one_shot_iterator(self):
data/raw/repos\research\deeplab\datasets,data_generator.py,def _get_all_files(self):
data/raw/repos\research\deeplab\datasets,data_generator_test.py,def testPascalVocSegTestData(self):
data/raw/repos\research\deeplab\datasets,data_generator_test.py,def _get_attributes_of_image(index):
data/raw/repos\research\deeplab\datasets,remove_gt_colormap.py,def _remove_colormap(filename):
data/raw/repos\research\deeplab\datasets,remove_gt_colormap.py,"def _save_annotation(annotation, filename):"
data/raw/repos\research\deeplab\datasets,remove_gt_colormap.py,def main(unused_argv):
data/raw/repos\research\deeplab\deprecated,segmentation_dataset.py,def get_cityscapes_dataset_name():
data/raw/repos\research\deeplab\deprecated,segmentation_dataset.py,"def get_dataset(dataset_name, split_name, dataset_dir):"
data/raw/repos\research\deeplab\evaluation,base_metric.py,"def realdiv_maybe_zero(x, y):"
data/raw/repos\research\deeplab\evaluation,base_metric.py,"def _naively_combine_labels(self, category_array, instance_array):"
data/raw/repos\research\deeplab\evaluation,base_metric.py,def result(self):
data/raw/repos\research\deeplab\evaluation,base_metric.py,"def detailed_results(self, is_thing=None):"
data/raw/repos\research\deeplab\evaluation,base_metric.py,def result_per_category(self):
data/raw/repos\research\deeplab\evaluation,base_metric.py,"def print_detailed_results(self, is_thing=None, print_digits=3):"
data/raw/repos\research\deeplab\evaluation,base_metric.py,"def merge(self, other_instance):"
data/raw/repos\research\deeplab\evaluation,base_metric.py,def reset(self):
data/raw/repos\research\deeplab\evaluation,eval_coco_format.py,"def _matched_annotations(gt_json, pred_json):"
data/raw/repos\research\deeplab\evaluation,eval_coco_format.py,def _open_panoptic_id_image(image_path):
data/raw/repos\research\deeplab\evaluation,eval_coco_format.py,"def _split_panoptic(ann_json, id_array, ignored_label, allow_crowds):"
data/raw/repos\research\deeplab\evaluation,eval_coco_format.py,def _iterate_work_queue(work_queue):
data/raw/repos\research\deeplab\evaluation,eval_coco_format.py,"def _is_thing_array(categories_json, ignored_label):"
data/raw/repos\research\deeplab\evaluation,eval_coco_format.py,def main(argv):
data/raw/repos\research\deeplab\evaluation,eval_coco_format_test.py,def test_compare_pq_with_reference_eval(self):
data/raw/repos\research\deeplab\evaluation,eval_coco_format_test.py,def test_compare_pc_with_golden_value(self):
data/raw/repos\research\deeplab\evaluation,eval_coco_format_test.py,def test_compare_pc_with_golden_value_normalize_by_size(self):
data/raw/repos\research\deeplab\evaluation,eval_coco_format_test.py,def test_pc_with_multiple_workers(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,def _ids_to_counts(id_array):
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,def prediction_void_overlap(pred_segment_id):
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,def prediction_ignored_overlap(pred_segment_id):
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,def _valid_categories(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,"def detailed_results(self, is_thing=None):"
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,def result_per_category(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,"def print_detailed_results(self, is_thing=None, print_digits=3):"
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,def result(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,"def merge(self, other_instance):"
data/raw/repos\research\deeplab\evaluation,panoptic_quality.py,def reset(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality_test.py,def test_perfect_match(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality_test.py,def test_totally_wrong(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality_test.py,def test_matches_by_iou(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality_test.py,def test_wrong_instances(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality_test.py,def test_instance_order_is_arbitrary(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality_test.py,def test_matches_expected(self):
data/raw/repos\research\deeplab\evaluation,panoptic_quality_test.py,def test_merge_accumulates_all_across_instances(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering.py,def result_per_category(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering.py,def _valid_categories(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering.py,"def detailed_results(self, is_thing=None):"
data/raw/repos\research\deeplab\evaluation,parsing_covering.py,"def print_detailed_results(self, is_thing=None, print_digits=3):"
data/raw/repos\research\deeplab\evaluation,parsing_covering.py,def result(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering.py,"def merge(self, other_instance):"
data/raw/repos\research\deeplab\evaluation,parsing_covering.py,def reset(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering_test.py,def test_perfect_match(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering_test.py,def test_totally_wrong(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering_test.py,def test_matches_expected(self):
data/raw/repos\research\deeplab\evaluation,parsing_covering_test.py,def test_matches_expected_normalize_by_size(self):
data/raw/repos\research\deeplab\evaluation,streaming_metrics.py,"def _realdiv_maybe_zero(x, y):"
data/raw/repos\research\deeplab\evaluation,streaming_metrics.py,"def _running_total(value, shape, name=None):"
data/raw/repos\research\deeplab\evaluation,streaming_metrics_test.py,def test_streaming_metric_on_single_image(self):
data/raw/repos\research\deeplab\evaluation,streaming_metrics_test.py,def test_streaming_metric_on_multiple_images(self):
data/raw/repos\research\deeplab\evaluation,streaming_metrics_test.py,def test_streaming_metric_on_single_image(self):
data/raw/repos\research\deeplab\evaluation,streaming_metrics_test.py,def test_streaming_metric_on_multiple_images(self):
data/raw/repos\research\deeplab\evaluation,streaming_metrics_test.py,def test_streaming_metric_on_multiple_images_normalize_by_size(self):
data/raw/repos\research\deeplab\evaluation,test_utils.py,"def read_test_image(testdata_path, *args, **kwargs):"
data/raw/repos\research\deeplab\evaluation,test_utils_test.py,def test_read_test_image(self):
data/raw/repos\research\deeplab\evaluation,test_utils_test.py,def test_reads_segmentation_with_color_map(self):
data/raw/repos\research\deeplab\evaluation,test_utils_test.py,def test_reads_gt_segmentation(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def create_ade20k_label_colormap():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def create_cityscapes_label_colormap():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def create_mapillary_vistas_label_colormap():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def create_pascal_label_colormap():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def get_ade20k_name():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def get_cityscapes_name():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def get_mapillary_vistas_name():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def get_pascal_name():
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,"def bit_get(val, idx):"
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def create_label_colormap(dataset=_PASCAL):
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,"def label_to_color_image(label, dataset=_PASCAL):"
data/raw/repos\research\deeplab\utils,get_dataset_colormap.py,def get_dataset_colormap_max_entries(dataset):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testBitGet(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testPASCALLabelColorMapValue(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testLabelToPASCALColorImage(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testUnExpectedLabelValueForLabelToPASCALColorImage(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testUnExpectedLabelDimensionForLabelToPASCALColorImage(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testGetColormapForUnsupportedDataset(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testUnExpectedLabelDimensionForLabelToADE20KColorImage(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testFirstColorInADE20KColorMap(self):
data/raw/repos\research\deeplab\utils,get_dataset_colormap_test.py,def testMapillaryVistasColorMapValue(self):
data/raw/repos\research\deeplab\utils,train_utils.py,"def _div_maybe_zero(total_loss, num_present):"
data/raw/repos\research\deeplab\utils,train_utils.py,def restore_fn(sess):
data/raw/repos\research\deeplab\utils,train_utils.py,"def get_model_gradient_multipliers(last_layers, last_layer_gradient_multiplier):"
data/raw/repos\research\deep_speech,decoder.py,"def __init__(self, labels, blank_index=28):"
data/raw/repos\research\deep_speech,decoder.py,"def convert_to_string(self, sequence):"
data/raw/repos\research\deep_speech,decoder.py,"def wer(self, decode, target):"
data/raw/repos\research\deep_speech,decoder.py,"def cer(self, decode, target):"
data/raw/repos\research\deep_speech,decoder.py,"def decode(self, logits):"
data/raw/repos\research\deep_speech,deep_speech.py,"def compute_length_after_conv(max_time_steps, ctc_time_steps, input_length):"
data/raw/repos\research\deep_speech,deep_speech.py,"def evaluate_model(estimator, speech_labels, entries, input_fn_eval):"
data/raw/repos\research\deep_speech,deep_speech.py,"def model_fn(features, labels, mode, params):"
data/raw/repos\research\deep_speech,deep_speech.py,def generate_dataset(data_dir):
data/raw/repos\research\deep_speech,deep_speech.py,"def per_device_batch_size(batch_size, num_gpus):"
data/raw/repos\research\deep_speech,deep_speech.py,def run_deep_speech(_):
data/raw/repos\research\deep_speech,deep_speech.py,def input_fn_train():
data/raw/repos\research\deep_speech,deep_speech.py,def input_fn_eval():
data/raw/repos\research\deep_speech,deep_speech.py,def define_deep_speech_flags():
data/raw/repos\research\deep_speech,deep_speech.py,def main(_):
data/raw/repos\research\deep_speech,deep_speech_model.py,"def batch_norm(inputs, training):"
data/raw/repos\research\deep_speech,deep_speech_model.py,"def __call__(self, inputs, training):"
data/raw/repos\research\deep_speech\data,dataset.py,"def __init__(self, audio_config, data_path, vocab_file_path, sortagrad):"
data/raw/repos\research\deep_speech\data,dataset.py,def _normalize_audio_feature(audio_feature):
data/raw/repos\research\deep_speech\data,dataset.py,"def _preprocess_audio(audio_file_path, audio_featurizer, normalize):"
data/raw/repos\research\deep_speech\data,dataset.py,def _preprocess_data(file_path):
data/raw/repos\research\deep_speech\data,dataset.py,"def __init__(self, dataset_config):"
data/raw/repos\research\deep_speech\data,dataset.py,"def batch_wise_dataset_shuffle(entries, epoch_index, sortagrad, batch_size):"
data/raw/repos\research\deep_speech\data,dataset.py,"def input_fn(batch_size, deep_speech_dataset, repeat=1):"
data/raw/repos\research\deep_speech\data,dataset.py,def _gen_data():
data/raw/repos\research\deep_speech\data,download.py,"def download_and_extract(directory, url):"
data/raw/repos\research\deep_speech\data,download.py,"def _progress(count, block_size, total_size):"
data/raw/repos\research\deep_speech\data,download.py,"def download_and_process_datasets(directory, datasets):"
data/raw/repos\research\deep_speech\data,download.py,def define_data_download_flags():
data/raw/repos\research\deep_speech\data,download.py,def main(_):
data/raw/repos\research\deep_speech\data,featurizer.py,"def compute_label_feature(text, token_to_idx):"
data/raw/repos\research\deep_speech\data,featurizer.py,"def __init__(self, vocab_file):"
data/raw/repos\research\delf\delf\python,box_io.py,"def ArraysToBoxes(boxes, scores, class_indices):"
data/raw/repos\research\delf\delf\python,box_io.py,def BoxesToArrays(boxes_proto):
data/raw/repos\research\delf\delf\python,box_io.py,"def SerializeToString(boxes, scores, class_indices):"
data/raw/repos\research\delf\delf\python,box_io.py,def ParseFromString(string):
data/raw/repos\research\delf\delf\python,box_io.py,def ReadFromFile(file_path):
data/raw/repos\research\delf\delf\python,box_io.py,"def WriteToFile(file_path, boxes, scores, class_indices):"
data/raw/repos\research\delf\delf\python,box_io_test.py,def _create_data(self):
data/raw/repos\research\delf\delf\python,box_io_test.py,def testConversionAndBack(self):
data/raw/repos\research\delf\delf\python,box_io_test.py,def testWriteAndReadToFile(self):
data/raw/repos\research\delf\delf\python,box_io_test.py,def testWriteAndReadToFileEmptyFile(self):
data/raw/repos\research\delf\delf\python,datum_io.py,def ArrayToDatum(arr):
data/raw/repos\research\delf\delf\python,datum_io.py,"def ArraysToDatumPair(arr_1, arr_2):"
data/raw/repos\research\delf\delf\python,datum_io.py,def DatumToArray(datum):
data/raw/repos\research\delf\delf\python,datum_io.py,def DatumPairToArrays(datum_pair):
data/raw/repos\research\delf\delf\python,datum_io.py,def SerializeToString(arr):
data/raw/repos\research\delf\delf\python,datum_io.py,"def SerializePairToString(arr_1, arr_2):"
data/raw/repos\research\delf\delf\python,datum_io.py,def ParseFromString(string):
data/raw/repos\research\delf\delf\python,datum_io.py,def ParsePairFromString(string):
data/raw/repos\research\delf\delf\python,datum_io.py,def ReadFromFile(file_path):
data/raw/repos\research\delf\delf\python,datum_io.py,def ReadPairFromFile(file_path):
data/raw/repos\research\delf\delf\python,datum_io.py,"def WriteToFile(data, file_path):"
data/raw/repos\research\delf\delf\python,datum_io.py,"def WritePairToFile(arr_1, arr_2, file_path):"
data/raw/repos\research\delf\delf\python,datum_io_test.py,"def Conversion2dTestWithType(self, dtype):"
data/raw/repos\research\delf\delf\python,datum_io_test.py,"def Conversion3dTestWithType(self, dtype):"
data/raw/repos\research\delf\delf\python,datum_io_test.py,def testConversion2dWithType(self):
data/raw/repos\research\delf\delf\python,datum_io_test.py,def testConversion3dWithType(self):
data/raw/repos\research\delf\delf\python,datum_io_test.py,def testConversionWithUnsupportedType(self):
data/raw/repos\research\delf\delf\python,datum_io_test.py,def testWriteAndReadToFile(self):
data/raw/repos\research\delf\delf\python,datum_io_test.py,def testWriteAndReadPairToFile(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,"def __init__(self, aggregation_config):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,"def Extract(self, features, num_features_per_region=None):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,def _ComputeVladEmptyFeatures():
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,def _ComputeVladNonEmptyFeatures():
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,"def _BatchNearestVisualWords(ind, selected_visual_words):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,"def _ConstructVladFromAssignments(ind, vlad):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,def _ComputeRvladEmptyRegions():
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,def _ComputeRvladNonEmptyRegions():
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,"def _ConstructRvladFromVlad(ind, rvlad):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,"def _PerCentroidNormalization(self, unnormalized_vector):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor.py,"def _ComputeAsmk(self, features, codebook, num_assignments=1):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,"def _CreateCodebook(self, checkpoint_path):"
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def setUp(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeNormalizedVladWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeNormalizedVladWithBatchingWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeUnnormalizedVladWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeUnnormalizedVladMultipleAssignmentWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeVladEmptyFeaturesWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeUnnormalizedRvladWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeNormalizedRvladWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeRvladEmptyRegionsWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeUnnormalizedRvladSomeEmptyRegionsWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeNormalizedRvladSomeEmptyRegionsWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeRvladMisconfiguredFeatures(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeAsmkWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeAsmkStarWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeAsmkMultipleAssignmentWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeRasmkWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeRasmkStarWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_extractor_test.py,def testComputeUnknownAggregation(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_similarity.py,"def __init__(self, aggregation_config):"
data/raw/repos\research\delf\delf\python,feature_aggregation_similarity.py,"def _SigmaFn(self, x):"
data/raw/repos\research\delf\delf\python,feature_aggregation_similarity.py,"def _BinaryNormalizedInnerProduct(self, descriptors_1, descriptors_2):"
data/raw/repos\research\delf\delf\python,feature_aggregation_similarity_test.py,def testComputeVladSimilarityWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_similarity_test.py,def testComputeAsmkSimilarityWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_similarity_test.py,def testComputeAsmkSimilarityNoNormalizationWorks(self):
data/raw/repos\research\delf\delf\python,feature_aggregation_similarity_test.py,def testComputeAsmkStarSimilarityWorks(self):
data/raw/repos\research\delf\delf\python,feature_extractor.py,"def CalculateReceptiveBoxes(height, width, rf, stride, padding):"
data/raw/repos\research\delf\delf\python,feature_extractor.py,def CalculateKeypointCenters(boxes):
data/raw/repos\research\delf\delf\python,feature_extractor.py,"def PostProcessDescriptors(descriptors, use_pca, pca_parameters=None):"
data/raw/repos\research\delf\delf\python,feature_extractor.py,"def DelfFeaturePostProcessing(boxes, descriptors, use_pca, pca_parameters=None):"
data/raw/repos\research\delf\delf\python,feature_extractor_test.py,def testNormalizePixelValues(self):
data/raw/repos\research\delf\delf\python,feature_extractor_test.py,def testCalculateReceptiveBoxes(self):
data/raw/repos\research\delf\delf\python,feature_extractor_test.py,def testCalculateKeypointCenters(self):
data/raw/repos\research\delf\delf\python,feature_extractor_test.py,def testPcaWhitening(self):
